iter	MultiClass
839	1.013030882
840	1.012362221
841	1.011599822
842	1.010887483
843	1.010210295
844	1.009504511
845	1.008859276
846	1.00807583
847	1.007359233
848	1.006697417
849	1.005984625
850	1.005247546
851	1.004504058
852	1.003760842
853	1.003077258
854	1.002392422
855	1.001575252
856	1.000813992
857	1.000123179
858	0.9994285096
859	0.9987624859
860	0.9981117689
861	0.997499823
862	0.9968178017
863	0.996103137
864	0.9953869657
865	0.9947323232
866	0.9940033472
867	0.9933041321
868	0.992608039
869	0.9918710912
870	0.9912175711
871	0.9906244946
872	0.9899484952
873	0.9892846672
874	0.9885905935
875	0.9878666059
876	0.9872022622
877	0.9865315986
878	0.9859712246
879	0.9853668838
880	0.9846999747
881	0.9839830112
882	0.9834500998
883	0.9827838545
884	0.9821286856
885	0.9814200508
886	0.9808199246
887	0.9802418036
888	0.9796224259
889	0.9789137488
890	0.9782356398
891	0.9775754979
892	0.9768227628
893	0.9761629978
894	0.9755154938
895	0.9748342309
896	0.9741965576
897	0.9734922781
898	0.9729339534
899	0.9722087535
900	0.9715574276
901	0.970972015
902	0.9703471287
903	0.9696567192
904	0.9689451961
905	0.9682217439
906	0.9674806832
907	0.9668523567
908	0.966193789
909	0.9655121087
910	0.9648693748
911	0.9641702432
912	0.9634876098
913	0.9628207539
914	0.9621859835
915	0.9615255938
916	0.9608867681
917	0.9602599983
918	0.9596676607
919	0.9590184524
920	0.9582733755
921	0.9577237988
922	0.9571185398
923	0.9564196403
924	0.9558470693
925	0.9551147001
926	0.9544527005
927	0.9537221864
928	0.9530681591
929	0.9524464159
930	0.9518566294
931	0.9511839516
932	0.9504431104
933	0.9497465384
934	0.9491532028
935	0.9486051679
936	0.9479120897
937	0.9472104496
938	0.9466403127
939	0.9459895302
940	0.9453510359
941	0.9447278514
942	0.9441688771
943	0.9434696106
944	0.9428751698
945	0.9423228968
946	0.9416872172
947	0.9410747968
948	0.9404137262
949	0.9397088065
950	0.9391059257
951	0.9384447484
952	0.9377557044
953	0.937096523
954	0.9364487611
955	0.9358429379
956	0.9352402941
957	0.9346802313
958	0.9339997979
959	0.9334269498
960	0.9328475957
961	0.9322677555
962	0.9317737432
963	0.9311998365
964	0.9306085002
965	0.9298932026
966	0.9292586208
967	0.9285817111
968	0.9279389602
969	0.9273697942
970	0.9268124212
971	0.9261638924
972	0.9254866543
973	0.9248525262
974	0.92422326
975	0.923631411
976	0.92301836
977	0.9224204127
978	0.9218295948
979	0.9212259502
980	0.9205480738
981	0.9199460393
982	0.9194258443
983	0.9188204005
984	0.9182341704
985	0.9176207073
986	0.9170730093
987	0.9164431597
988	0.9157807068
989	0.9152109272
990	0.9145885254
991	0.9139784141
992	0.9134113742
993	0.9127418649
994	0.9121534403
995	0.9115188951
996	0.9108399653
997	0.9102582153
998	0.9096651491
999	0.9089988386
